playerId,playerNickname,shirtNumber,playerTeam,playerRole,Full Name,Height,Weight,Age Info,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,Market Value,birth_date,age,height_cm
1340,Shaq Moore,18,United States,RB,Shaq Moore,180cm,73kg,(Age: 28-150d),0.25,14.0,2.25,19.95,0.795,0.138,0.02,0.125,22.4,0.0,0.0,527272.0,1996-11-02,28.0,180.0
7015,Ethan Horvath,12,United States,GK,Ethan Horvath,194cm,83kg,(Age: 29-296d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,1995-06-09,29.0,195.0
687,Kellyn Acosta,23,United States,DM,Kellyn Acosta,178cm,68kg,(Age: 29-251d),1.75,27.75,8.5,28.725,1.335,0.423,0.062,0.268,22.75,0.0,0.0,2572222.0,1995-07-24,29.0,177.0
328,DeAndre Yedlin,22,United States,RB,DeAndre Yedlin,173cm,68kg,(Age: 31-266d),0.333,3.333,0.667,27.767,0.21,0.067,0.167,0.5,22.2,0.0,0.0,6259999.0,1993-07-09,31.0,173.0
13121,Yunus Musah,6,United States,CM,Yunus Musah,178cm,74kg,(Age: 22-123d),1.0,6.5,2.0,30.95,0.425,0.13,0.155,0.5,16.75,0.0,0.0,7566666.0,2002-11-29,22.0,178.0
1336,Timothy Weah,21,United States,RW,Timothy Weah,185cm,67kg,(Age: 25-038d),3.0,29.0,9.0,32.0,2.175,0.71,0.11,0.33,17.4,0.0,0.0,7881818.0,2000-02-22,25.0,183.0
13008,Luca De La Torre,14,United States,CM,Luca de la Torre,175cm,72kg,(Age: 26-313d),2.333,21.5,4.5,20.95,0.75,0.155,0.045,0.225,,0.0,0.0,555000.0,1998-05-23,26.0,177.0
977,Joe Scally,26,United States,RB,Joe Scally,179cm,74kg,(Age: 22-091d),1.0,18.0,6.0,33.3,0.85,0.28,0.06,0.17,18.5,0.0,0.0,2300000.0,2002-12-31,22.0,184.0
1339,Tyler Adams,4,United States,CM,Tyler Adams,180cm,69kg,(Age: 26-046d),0.25,4.5,1.5,30.35,0.345,0.1,0.035,0.083,21.15,0.0,0.0,12163636.0,1999-02-14,26.0,175.0
968,Sean Johnson,25,United States,GK,Sean Johnson,191cm,97kg,(Age: 35-305d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566666.0,1989-05-31,35.0,190.0
1334,Weston McKennie,8,United States,CM,Weston McKennie,185cm,78kg,(Age: 26-216d),3.0,27.25,8.5,30.75,1.43,0.445,0.108,0.37,14.8,0.0,0.0,19318181.0,1998-08-28,26.0,185.0
1184,Jordan Morris,16,United States,LW,Jordan Morris,181cm,83kg,(Age: 30-157d),8.5,46.5,20.0,43.45,2.07,0.895,0.195,0.44,12.75,0.0,0.0,3059090.0,1994-10-26,30.0,181.0
1973,Antonee Robinson,5,United States,LB,Antonee Robinson,179cm,72kg,(Age: 27-236d),0.75,10.75,3.0,28.875,0.36,0.107,0.073,0.333,21.075,0.0,0.0,4350000.0,1997-08-08,27.0,183.0
5135,Josh Sargent,24,United States,CF,Josh Sargent,180cm,78kg,(Age: 25-040d),3.667,32.667,11.667,32.367,1.62,0.553,0.107,0.52,15.867,0.0,0.0,5346153.0,2000-02-20,25.0,185.0
12183,Haji Wright,19,United States,CF,Haji Wright,188cm,79kg,(Age: 27-005d),8.333,47.0,20.0,39.133,2.37,0.97,0.133,0.273,,1.0,1.333,611111.0,1998-03-27,27.0,193.0
1067,Brenden Aaronson,11,United States,AM,Brenden Aaronson,178cm,68kg,(Age: 24-161d),4.0,36.0,12.5,35.0,1.868,0.645,0.123,0.347,17.1,0.25,0.25,4386363.0,2000-10-22,24.0,177.0
4681,Giovanni Reyna,7,United States,AM,Gio Reyna,183cm,71kg,(Age: 22-139d),4.0,38.0,12.0,31.6,1.73,0.55,0.11,0.33,16.6,0.5,0.5,26611111.0,2002-11-13,22.0,185.0
802,Jesús Ferreira,9,United States,CF,Jesús Ferreira,173cm,72kg,(Age: 24-098d),8.75,54.0,23.5,41.475,2.243,0.95,0.138,0.323,19.0,0.0,0.0,1887500.0,2000-12-24,24.0,175.0
997,Aaron Long,15,United States,RCB,Aaron Long,185cm,82kg,(Age: 32-171d),2.0,12.25,4.25,37.45,0.735,0.237,0.163,0.367,11.725,0.0,0.0,2616666.0,1992-10-12,32.0,186.0
8593,Rafael Leao,15,Portugal,LW,Rafael Leão,189cm,78kg,(Age: 25-295d),7.75,55.25,23.25,43.475,2.692,1.152,0.152,0.348,16.55,0.0,0.0,17750000.0,1999-06-10,25.0,188.0
11488,Ricardo Horta,21,Portugal,LW,Ricardo Horta,173cm,71kg,(Age: 30-198d),12.25,76.0,30.25,39.275,2.708,1.073,0.145,0.38,,1.25,1.5,9875000.0,1994-09-15,30.0,173.0
6020,Cristiano Ronaldo,7,Portugal,CF,Cristiano Ronaldo,187cm,83kg,(Age: 40-055d),26.0,154.0,55.667,36.3,5.027,1.82,0.127,0.347,17.833,7.0,8.0,72272727.0,1985-02-05,40.0,188.0
8538,Diogo Costa,22,Portugal,GK,Diogo Costa,186cm,83kg,(Age: 25-194d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5681818.0,1999-09-19,25.0,186.0
6038,Nuno Mendes,19,Portugal,LB,Nuno Mendes,176cm,69kg,(Age: 22-286d),0.333,10.0,2.0,23.667,0.58,0.143,0.02,0.11,20.6,0.0,0.0,23500000.0,2002-06-19,22.0,183.0
240,Rúben Neves,18,Portugal,DM,Rúben Neves,180cm,79kg,(Age: 28-019d),3.75,59.75,13.25,23.55,1.88,0.422,0.048,0.185,27.9,1.25,1.25,41571428.0,1997-03-13,28.0,180.0
1876,William Carvalho,14,Portugal,LM,William Carvalho,187cm,87kg,(Age: 32-359d),1.0,16.0,5.0,30.9,0.935,0.305,0.048,0.133,18.775,0.0,0.0,20000000.0,1992-04-07,32.0,187.0
5131,José Sá,12,Portugal,GK,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4130000.0,1993-01-17,32.0,192.0
27,Bernardo Silva,10,Portugal,RM,João Bernardo Costa,,,(Age: 20-056d),,,,,,,,,,,,72307692.0,1994-08-10,30.0,173.0
17,João Cancelo,20,Portugal,RB,João Cancelo,182cm,66kg,(Age: 30-309d),1.0,39.0,11.0,26.95,1.472,0.402,0.028,0.09,22.675,0.0,0.0,45166666.0,1994-05-27,30.0,182.0
8564,Pepe,3,Portugal,RCB,Pepe,188cm,81kg,(Age: 42-034d),1.5,12.75,3.25,25.525,0.72,0.18,0.12,0.48,,0.0,0.0,8150000.0,1997-02-24,28.0,175.0
8008,Goncalo Ramos,26,Portugal,CF,Gonçalo Ramos,184cm,78kg,(Age: 23-285d),7.0,54.0,24.0,44.4,3.02,1.34,0.13,0.29,,0.0,0.0,4987500.0,2001-06-20,23.0,185.0
8000,Joao Mario,17,Portugal,CM,João Mário,179cm,72kg,(Age: 32-072d),1.75,24.5,6.5,27.0,1.443,0.365,0.055,0.2,21.5,0.5,0.75,2991666.0,2000-01-03,25.0,178.0
133,Bruno Fernandes,8,Portugal,AM,Bruno Fernandes,173cm,64kg,(Age: 30-205d),11.0,74.75,27.0,36.325,3.092,1.133,0.09,0.255,23.133,4.25,5.0,55687500.0,1994-09-08,30.0,179.0
1907,Vitinha,16,Portugal,CM,Vitinha,172cm,63kg,(Age: 25-047d),1.0,35.0,15.0,45.95,1.93,0.865,0.015,0.04,22.6,0.0,0.0,5400000.0,2000-02-13,25.0,172.0
2066,Ruben Dias,4,Portugal,LCB,Rúben Dias,186cm,82kg,(Age: 27-322d),1.667,16.333,4.667,29.667,0.543,0.15,0.1,0.413,10.05,0.0,0.0,40321428.0,1997-05-14,27.0,187.0
8079,Matheus Nunes,23,Portugal,CM,Matheus Nunes,183cm,78kg,(Age: 26-217d),2.0,14.0,3.667,19.533,0.8,0.187,0.11,0.55,,0.0,0.0,9000000.0,1998-08-27,26.0,183.0
227,Rui Patrício,1,Portugal,GK,Rui Patrício,189cm,86kg,(Age: 37-045d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14800000.0,1988-02-15,37.0,190.0
4912,André Silva,9,Portugal,CF,André Silva,185cm,74kg,(Age: 29-146d),17.0,73.0,32.0,42.333,3.02,1.29,0.18,0.433,12.367,3.667,3.667,30692307.0,1995-11-06,29.0,186.0
1393,Joao Felix,11,Portugal,CF,João Félix,180cm,63kg,(Age: 25-142d),9.0,51.75,18.75,36.85,2.925,1.067,0.17,0.455,17.667,0.25,0.5,63294117.0,1999-11-10,25.0,181.0
11853,Antonio Silva,24,Portugal,RCB,António Montez,,,(Age: 23-184d),,,,,,,,,,,,100000.0,2003-10-30,21.0,187.0
8077,Joao Palhinha,6,Portugal,DM,João Palhinha,190cm,77kg,(Age: 29-266d),1.75,23.0,6.75,31.7,1.008,0.31,0.09,0.265,,0.0,0.0,10253846.0,1995-07-09,29.0,190.0
4666,Raphaël Guerreiro,5,Portugal,LB,Raphaël Guerreiro,170cm,67kg,(Age: 31-100d),4.75,36.0,13.5,37.325,1.675,0.63,0.122,0.325,21.45,0.25,0.25,27916666.0,1993-12-22,31.0,170.0
127,Diogo Dalot,2,Portugal,RB,Diogo Dalot,184cm,76kg,(Age: 26-014d),0.333,12.667,3.0,26.933,0.937,0.203,0.033,0.1,22.233,0.0,0.0,12729166.0,1999-03-18,26.0,183.0
13872,Collins Fai,19,Cameroon,RB,Collins Fai,162cm,72kg,(Age: 32-231d),0.0,6.0,2.0,31.25,0.515,0.16,0.0,0.0,,0.0,0.0,1500000.0,1992-08-13,32.0,165.0
13871,Devis Epassy,16,Cameroon,GK,Devis Epassy,189cm,77kg,(Age: 32-058d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371428.0,1993-02-02,32.0,189.0
13873,Pierre Kunde,15,Cameroon,CM,Pierre Kunde,180cm,84kg,(Age: 29-249d),1.0,25.333,6.0,17.167,1.507,0.287,0.033,0.18,27.0,0.0,0.0,5123076.0,1995-07-26,29.0,181.0
4626,Eric Maxim Choupo-Moting,13,Cameroon,AM,Eric Maxim Choupo-Moting,191cm,87kg,(Age: 36-009d),6.0,28.0,13.0,46.15,2.845,1.295,0.205,0.425,12.55,0.0,0.5,5450000.0,1989-03-23,36.0,191.0
8741,Gael Ondoua,5,Cameroon,DM,Gaël Ondoua,185cm,79kg,(Age: 29-148d),0.75,26.667,7.333,25.6,1.123,0.3,0.033,0.133,,0.0,0.0,1222727.0,1995-11-04,29.0,187.0
1058,Olivier Mbaizo,17,Cameroon,RB,Olivier Mbaizo,185cm,69kg,(Age: 27-229d),0.0,5.0,1.667,40.333,0.283,0.117,0.0,0.0,26.067,0.0,0.0,447500.0,1997-08-15,27.0,178.0
13874,Samuel Oum Gouet,14,Cameroon,DM,Samuel Oum Gouet,185cm,83kg,(Age: 27-109d),1.0,15.5,3.25,21.125,0.71,0.15,0.07,0.355,,0.0,0.0,765000.0,1997-12-14,27.0,185.0
7605,Olivier Ntcham,22,Cameroon,CM,Olivier Ntcham,180cm,79kg,(Age: 29-051d),3.0,39.667,13.0,33.833,2.517,0.843,0.083,0.237,22.0,0.0,0.0,3700000.0,1996-02-09,29.0,180.0
13875,Vincent Aboubakar,10,Cameroon,CF,Vincent Aboubakar,184cm,82kg,(Age: 33-069d),9.333,49.333,23.0,46.333,3.12,1.437,0.187,0.403,,1.333,1.333,11227272.0,1992-01-22,33.0,184.0
1168,Nouhou Tolo,25,Cameroon,LB,Nouhou Tolo,175cm,78kg,(Age: 27-282d),0.25,8.5,2.25,24.65,0.505,0.14,0.018,0.083,16.775,0.0,0.0,1165625.0,1997-06-23,27.0,178.0
5074,Bryan Mbeumo,20,Cameroon,RW,Bryan Mbeumo,171cm,64kg,(Age: 25-237d),9.0,74.0,23.0,30.7,2.247,0.7,0.117,0.357,15.9,0.333,0.333,7531818.0,1999-08-07,25.0,171.0
13876,Christian Bassogog,11,Cameroon,RW,Christian Bassogog,178cm,58kg,(Age: 29-165d),5.667,33.0,13.667,41.667,1.993,0.83,0.14,0.337,,1.333,1.333,3471428.0,1995-10-18,29.0,173.0
13877,Souaibou Marou,26,Cameroon,CF,Marou Souaibou,181cm,67kg,(Age: 24-119d),,,,,,,,,,,,,2000-12-03,24.0,180.0
4207,Christopher Wooh,4,Cameroon,RCB,Christopher Wooh,190cm,78kg,(Age: 23-195d),1.0,7.0,2.0,29.15,0.745,0.22,0.165,0.5,18.6,0.0,0.0,841666.0,2001-09-18,23.0,191.0
1977,Frank Anguissa,8,Cameroon,CM,Andre-Frank Zambo Anguissa,184cm,78kg,(Age: 29-136d),0.667,28.0,6.333,21.733,1.053,0.233,0.023,0.083,20.933,0.0,0.0,21416666.0,1995-11-16,29.0,184.0
8631,Georges-Kevin N'Koudou,7,Cameroon,LW,Georges-Kévin N'Koudou,172cm,68kg,(Age: 30-047d),5.0,34.0,13.0,38.8,2.307,0.9,0.153,0.387,,0.667,1.0,5016666.0,1995-02-13,30.0,172.0
13878,Jerome Ngom Mbekeli,2,Cameroon,LW,Jerome Ngom Mbekeli,180cm,69kg,(Age: 26-183d),,,,,,,,,,,,125000.0,1998-09-30,26.0,175.0
3934,Karl Toko Ekambi,12,Cameroon,LW,Karl Toko Ekambi,183cm,69kg,(Age: 32-199d),8.5,54.0,25.25,48.6,2.87,1.387,0.15,0.312,14.075,0.5,0.5,14363636.0,1992-09-14,32.0,182.0
8402,Nicolas N'Koulou,6,Cameroon,LW,Nicolas Nkoulou,180cm,77kg,(Age: 35-005d),1.333,6.667,2.333,35.4,0.243,0.083,0.24,0.667,9.4,0.0,0.0,11125000.0,1990-03-27,35.0,184.0
3970,Simon Ngapandouetnbu,1,Cameroon,GK,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,2003-04-12,21.0,186.0
4316,Enzo Ebosse,24,Cameroon,LCB,Enzo Ebosse,185cm,78kg,(Age: 26-021d),0.0,2.5,0.0,0.0,0.14,0.0,0.0,,17.5,0.0,0.0,808333.0,1999-03-11,26.0,185.0
13879,Jean-Pierre Nsame,9,Cameroon,CF,Jean-Pierre Nsame,188cm,87kg,(Age: 31-335d),22.0,93.0,41.5,44.5,3.63,1.615,0.225,0.505,,3.0,3.667,5000000.0,1993-05-01,31.0,188.0
13919,Seung-ho Paik,8,South Korea,CM,Paik Seung-ho,182cm,78kg,(Age: 28-015d),2.0,18.0,3.5,20.85,1.52,0.32,0.04,0.25,,0.75,0.75,547222.0,1997-03-17,28.0,182.0
13915,Yu-min Cho,24,South Korea,RCB,,,,,,,,,,,,,,,,430555.0,1996-11-17,28.0,185.0
13921,Min-kyu Song,26,South Korea,LW,,,,,,,,,,,,,,,,693750.0,1999-09-12,25.0,181.0
13918,Sang-ho Na,17,South Korea,LW,Na Sang-ho,172cm,69kg,(Age: 28-232d),6.5,13.0,6.0,46.2,1.69,0.78,0.15,0.33,,2.0,2.0,700000.0,1996-08-12,28.0,173.0
13907,Seung-gyu Kim,1,South Korea,GK,Kim Seung-gyu,184cm,64kg,(Age: 34-183d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093750.0,1990-09-30,34.0,189.0
4915,Hee-chan Hwang,11,South Korea,CF,Hwang Hee-chan,177cm,69kg,(Age: 29-065d),5.333,28.0,16.0,53.467,1.997,1.113,0.127,0.237,13.9,0.667,1.0,8769230.0,1996-01-26,29.0,177.0
1830,Kang-in Lee,18,South Korea,AM,Lee Kang-in,173cm,63kg,(Age: 24-041d),1.0,24.0,8.667,35.367,2.087,0.75,0.07,0.19,23.333,0.0,0.0,11841666.0,2001-02-19,24.0,174.0
4280,Ui-jo Hwang,16,South Korea,CF,Hwang Ui-jo,184cm,73kg,(Age: 32-216d),8.25,54.5,20.5,37.525,2.395,0.897,0.14,0.372,16.4,0.75,0.75,2695454.0,1992-08-28,32.0,185.0
5038,Jae-sung Lee,10,South Korea,AM,Lee Jae-sung,180cm,69kg,(Age: 32-234d),5.75,39.75,14.0,36.825,1.57,0.552,0.148,0.407,16.7,0.0,0.0,2288888.0,1992-08-10,32.0,180.0
13916,Chul Hong,14,South Korea,LB,Hong Chul,176cm,67kg,(Age: 34-196d),0.333,,,,,,,,,0.0,0.0,665625.0,1990-09-17,34.0,176.0
12502,Min Jae Kim,4,South Korea,RCB,Kim Min-jae,188cm,78kg,(Age: 28-137d),0.333,5.0,1.667,40.733,0.25,0.06,0.11,0.165,,0.0,0.0,1971428.0,1996-11-15,28.0,190.0
4795,Woo-yeong Jeong,25,South Korea,AM,Jeong Woo-yeong,180cm,72kg,(Age: 25-193d),3.333,25.0,10.0,43.4,1.653,0.683,0.163,0.377,17.0,0.0,0.0,2465909.0,1999-09-20,25.0,179.0
13911,Young-gwon Kim,19,South Korea,LCB,Kim Young-gwon,187cm,78kg,(Age: 35-033d),0.25,7.333,2.0,24.433,0.29,0.073,0.027,0.083,,0.0,0.0,795833.0,1990-02-27,35.0,186.0
13913,Tae-hwan Kim,23,South Korea,RB,Kim Tae-hwan,179cm,71kg,(Age: 35-251d),0.75,,,,,,,,,0.0,0.0,909375.0,1989-07-24,35.0,177.0
83,Heung-min Son,7,South Korea,LW,Son Heung-min,183cm,76kg,(Age: 32-267d),15.75,76.75,37.25,48.375,2.672,1.268,0.203,0.412,17.425,0.25,0.5,69916666.0,1992-07-08,32.0,184.0
13914,Jong-gyu Yoon,2,South Korea,RB,Yoon Jong-gyu,173cm,63kg,(Age: 27-012d),,,,,,,,,,,,378125.0,1998-03-20,27.0,173.0
13923,Gue-sung Cho,9,South Korea,CF,Cho Gue-sung,188cm,77kg,(Age: 27-066d),7.0,,,,,,,,,2.333,2.333,525000.0,1998-01-25,27.0,188.0
1257,In-beom Hwang,6,South Korea,CM,Hwang In-beom,177cm,69kg,(Age: 28-193d),1.25,12.667,3.667,21.267,0.983,0.243,0.097,0.465,22.5,0.0,0.0,1743750.0,1996-09-20,28.0,177.0
13920,Jun-ho Son,13,South Korea,DM,Son Jun-ho,178cm,73kg,(Age: 32-324d),2.75,20.0,6.5,31.6,1.055,0.34,0.06,0.165,,0.25,0.25,1542857.0,1992-05-12,32.0,176.0
2443,Moon-hwan Kim,15,South Korea,RB,,,,,,,,,,,,,,,,712500.0,1995-08-01,29.0,173.0
13912,Jin-su Kim,3,South Korea,LB,Kim Jin-su,176cm,68kg,(Age: 32-292d),0.5,5.0,0.0,0.0,0.76,0.0,0.0,,,0.0,0.0,1033333.0,1992-06-13,32.0,177.0
13908,Bum-keun Song,12,South Korea,GK,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683333.0,1997-10-15,27.0,194.0
13922,Woo-young Jung,5,South Korea,CM,Jung Woo-young,186cm,78kg,(Age: 35-108d),1.667,15.0,2.333,15.75,0.803,0.127,0.075,0.46,,0.0,0.0,2465909.0,1999-09-20,25.0,179.0
13909,Hyeon-woo Jo,21,South Korea,GK,Jo Hyeon-woo,189cm,73kg,(Age: 33-188d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466666.0,1991-09-25,33.0,189.0
13917,Chang-hoon Kwon,22,South Korea,RW,Kwon Chang-hoon,174cm,66kg,(Age: 30-275d),0.5,,,,,,,,,0.0,0.0,3872727.0,1994-06-30,30.0,173.0
13910,Kyung-won Kwon,20,South Korea,LCB,Kwon Kyung-won,189cm,78kg,(Age: 33-060d),1.5,11.0,3.0,27.3,0.87,0.24,0.18,0.67,,0.25,0.25,938888.0,1992-01-31,33.0,189.0
13901,Pape Abou Cissé,4,Senegal,RCB,Pape Abou Cissé,197cm,83kg,(Age: 29-199d),1.25,13.0,3.0,23.1,0.93,0.21,0.0,0.0,13.0,0.0,0.0,4900000.0,1995-09-14,29.0,197.0
14046,Moussa N'Diaye,10,Senegal,LB,,,,,,,,,,,,,,,,383333.0,2002-06-18,22.0,181.0
428,Ismaïla Sarr,18,Senegal,RM,Ismaila Sarr,180cm,69kg,(Age: 27-035d),7.75,55.0,19.25,34.875,1.935,0.675,0.125,0.363,16.925,0.75,1.0,22653846.0,1998-02-25,27.0,185.0
13055,Nicolas Jackson,7,Senegal,RW,Nicolas Jackson,186cm,78kg,(Age: 23-285d),1.0,15.0,5.0,33.3,1.87,0.62,0.07,0.2,,0.0,0.0,275000.0,2001-06-20,23.0,187.0
9700,Moustapha Name,24,Senegal,CM,Moustapha Name,185cm,69kg,(Age: 29-331d),3.667,27.667,9.667,31.067,1.397,0.413,0.097,0.233,,0.667,1.0,630000.0,1995-05-05,29.0,185.0
8552,Mamadou Loum,25,Senegal,DM,Mamadou Loum,193cm,86kg,(Age: 28-092d),2.0,33.0,8.0,24.2,1.28,0.31,0.06,0.25,21.3,0.0,0.0,3140909.0,1996-12-30,28.0,188.0
2144,Iliman Ndiaye,13,Senegal,AM,Iliman Ndiaye,180cm,74kg,(Age: 25-026d),7.0,37.0,16.0,43.2,1.82,0.79,0.19,0.44,13.8,0.0,0.0,450000.0,2000-03-06,25.0,180.0
13032,Pathe Ciss,11,Senegal,CM,Pathé Ciss,178cm,71kg,(Age: 31-016d),2.667,25.333,6.667,30.067,1.433,0.403,0.143,0.433,26.8,0.0,0.0,566666.0,1994-03-16,31.0,186.0
12154,Famara Diedhiou,19,Senegal,CF,Famara Diedhiou,192cm,79kg,(Age: 32-107d),11.0,68.5,27.0,43.45,2.452,1.03,0.167,0.377,15.333,1.0,1.5,4590000.0,1992-12-15,32.0,189.0
9993,Kalidou Koulibaly,3,Senegal,RCB,Kalidou Koulibaly,195cm,88kg,(Age: 33-285d),1.25,13.5,5.0,38.4,0.492,0.177,0.102,0.18,12.725,0.0,0.0,60333333.0,1991-06-20,33.0,186.0
7988,Boulaye Dia,9,Senegal,CF,Boulaye Dia,180cm,74kg,(Age: 28-136d),7.25,38.25,14.75,39.325,2.175,0.845,0.152,0.385,14.875,1.5,1.5,8350000.0,1996-11-16,28.0,180.0
3848,Abdou Diallo,22,Senegal,LCB,Abdou Diallo,183cm,72kg,(Age: 28-332d),0.25,5.25,1.75,32.5,0.3,0.1,0.025,0.083,11.6,0.0,0.0,25300000.0,1996-05-04,28.0,186.0
3998,Alfred Gomis,23,Senegal,GK,Alfred Gomis,196cm,86kg,(Age: 31-208d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5044444.0,1993-09-05,31.0,196.0
6919,Timothy Dieng,1,Senegal,GK,Seny Dieng,191cm,89kg,(Age: 30-129d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,1994-11-23,30.0,193.0
4152,Pape Sarr,17,Senegal,CM,Pape Matar Sarr,180cm,68kg,(Age: 22-199d),2.0,31.0,8.0,25.8,1.53,0.395,0.065,0.255,28.45,0.0,0.0,13250000.0,2002-09-14,22.0,184.0
214,Nampalys Mendy,6,Senegal,CM,Nampalys Mendy,168cm,68kg,(Age: 32-282d),0.0,2.5,1.5,75.0,0.17,0.105,0.0,0.0,26.9,0.0,0.0,6863636.0,1992-06-23,32.0,168.0
3903,Krépin Diatta,15,Senegal,LM,Krépin Diatta,175cm,69kg,(Age: 26-035d),7.5,53.0,26.0,49.1,3.18,1.56,0.17,0.35,,0.0,0.0,13066666.0,1999-02-25,26.0,175.0
2059,Edouard Mendy,16,Senegal,GK,Edouard Mendy,197cm,86kg,(Age: 33-031d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15461538.0,1992-03-01,33.0,194.0
9545,Formose Mendy,2,Senegal,RCB,Formose Mendy,191cm,76kg,(Age: 24-089d),0.5,14.0,4.0,28.6,0.48,0.14,0.07,0.25,,0.0,0.0,380000.0,2001-01-02,24.0,191.0
3996,Bamba Dieng,20,Senegal,CF,Bamba Dieng,178cm,78kg,(Age: 25-009d),7.0,36.0,18.0,50.0,3.32,1.66,0.17,0.33,11.9,1.0,1.0,3550000.0,2000-03-23,25.0,178.0
3978,Pape Gueye,26,Senegal,DM,Pape Gueye,187cm,64kg,(Age: 26-067d),0.5,28.333,4.667,17.533,1.363,0.22,0.04,0.167,23.3,0.0,0.0,4240909.0,1999-01-24,26.0,189.0
3895,Ismail Jakobs,14,Senegal,LB,Ismail Jakobs,183cm,74kg,(Age: 25-227d),1.0,15.0,5.333,32.433,0.83,0.287,0.053,0.13,15.833,0.0,0.0,3145833.0,1999-08-17,25.0,184.0
3858,Idrissa Gueye,5,Senegal,CM,Idrissa Gana Gueye,174cm,63kg,(Age: 35-187d),1.5,18.25,5.25,28.6,0.903,0.268,0.083,0.263,22.325,0.0,0.0,21545454.0,1989-09-26,35.0,174.0
13228,Youssouf Sabaly,21,Senegal,RB,Youssouf Sabaly,174cm,68kg,(Age: 32-027d),0.25,8.5,1.75,21.35,0.48,0.103,0.02,0.125,20.625,0.0,0.0,7450000.0,1993-03-05,32.0,173.0
3890,Youssouf Fofana,13,France,CM,Youssouf Fofana,184cm,69kg,(Age: 26-081d),0.25,21.75,4.0,22.075,1.16,0.26,0.018,0.062,24.95,0.0,0.0,9554166.0,1999-01-10,26.0,185.0
3870,Kylian Mbappé,10,France,LW,Kylian Mbappé,178cm,73kg,(Age: 26-102d),26.5,112.75,55.75,50.225,4.467,2.265,0.212,0.425,15.225,2.75,3.0,167500000.0,1998-12-20,26.0,178.0
10756,Jordan Veretout,15,France,CM,Jordan Veretout,176cm,66kg,(Age: 32-031d),6.25,29.5,8.75,29.625,1.095,0.335,0.073,0.217,24.6,4.0,4.5,25916666.0,1993-03-01,32.0,177.0
1675,Raphael Varane,4,France,RCB,Raphaël Varane,194cm,83kg,(Age: 31-341d),1.75,14.0,2.75,18.475,0.492,0.092,0.13,0.75,10.6,0.0,0.0,68250000.0,1993-04-25,31.0,191.0
8583,Theo Hernandez,22,France,LB,Theo Hernández,184cm,78kg,(Age: 27-177d),4.75,40.25,12.0,28.75,1.365,0.4,0.103,0.35,21.475,0.25,0.5,29846153.0,1997-10-06,27.0,184.0
1965,Alphonse Areola,23,France,GK,Alphonse Areola,192cm,87kg,(Age: 32-033d),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,1993-02-27,32.0,195.0
113,Olivier Giroud,9,France,CF,Olivier Giroud,192cm,87kg,(Age: 38-183d),6.25,40.25,15.25,37.65,3.33,1.258,0.14,0.357,11.6,0.5,0.5,10227272.0,1986-09-30,38.0,192.0
158,Mattéo Guendouzi,6,France,CM,Mattéo Guendouzi,185cm,68kg,(Age: 25-352d),1.5,23.5,9.0,39.85,0.877,0.348,0.05,0.11,20.975,0.0,0.0,26750000.0,1999-04-14,25.0,185.0
8054,Adrien Rabiot,14,France,CM,Adrien Rabiot,188cm,71kg,(Age: 29-363d),1.75,21.5,7.0,34.05,0.957,0.32,0.115,0.293,17.4,0.0,0.0,34954545.0,1995-04-03,29.0,191.0
3878,Axel Disasi,3,France,RCB,Axel Disasi,190cm,86kg,(Age: 27-021d),1.667,17.667,3.333,18.867,0.677,0.137,0.097,0.5,11.333,0.0,0.0,8950000.0,1998-03-11,27.0,191.0
4712,Marcus Thuram,26,France,LW,Marcus Thuram,189cm,78kg,(Age: 27-238d),7.5,50.75,21.5,41.625,2.562,1.05,0.125,0.302,13.825,1.0,1.25,20625000.0,1997-08-06,27.0,192.0
1789,Jules Kounde,5,France,RB,Jules Koundé,178cm,69kg,(Age: 26-140d),1.25,17.5,3.75,20.275,0.58,0.125,0.073,0.3,12.75,0.0,0.0,26843750.0,1998-11-12,26.0,180.0
